TimeStamp1,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57
06-11-2020 14:35,14984.235,5.252559082,235.283371,9.103458405,49.95633698,0.821718693,3.642850342,6.392162109,2.584508789,2.06762793,1.795571655,407.6617432,407.0034485,410.6923218,405.2894287,234.0378723,236.5503235,235.2619324,11.03648758,8.737674713,7.536214828,18708.68,2.357599974,1.523121119,2.937497616,4.347826004,4.477612019,6.666666985,11176.598,0,0,2.323797119,1.631365967,1.29739563,1.131217163,1.270326782,1.241306519,0,0,0,0,0,0,0.800924301,26615.30664,0.899125278,0.78900367,0.722552896,3.812902212,0,0,1498.690063,8,-0.821718693,-0.899125278,-0.78900367,-0.722552896
06-11-2020 14:41,14984.79,5.319828125,236.4401398,9.226277351,49.89255524,0.82260865,3.677199707,6.467021973,2.617441162,2.094631348,1.809149048,409.5419922,408.5531311,412.4556274,407.617218,235.1916351,237.3913727,236.7374573,11.19259167,8.850262642,7.635976791,18709.358,2.24897337,1.580729008,2.894925356,4.210526466,4.285714626,6.666666985,11176.99,0,0,2.352925049,1.651103027,1.315800049,1.146621704,1.288929565,1.241648315,0,0,0,0,0,0,0.800924838,26616.27344,0.89894098,0.788254738,0.727303267,3.835971117,0,0,1496.776611,8,-0.82260865,-0.89894098,-0.788254738,-0.727303267
06-11-2020 14:48,14985.36,5.259608398,237.212204,9.09980011,50.02982712,0.817178667,3.70978418,6.436301758,2.614023926,2.067470215,1.807807739,410.7477112,408.5293884,414.7164001,408.9973755,235.9425354,237.7471008,237.9469299,11.05636311,8.682074547,7.560961723,18710.048,2.401005745,1.824606895,2.970442533,4.347826004,0,10.22974014,11177.38,0,0,2.336218018,1.620801636,1.302588989,1.172692383,1.283524292,1.253567261,0,0,0,0,0,0,0.800925791,26617.25586,0.89372474,0.783954084,0.720535159,3.800517559,0,0,1500.894775,8,-0.817178667,-0.89372474,-0.783954084,-0.720535159
06-11-2020 14:54,14985.913,5.163897461,234.9490204,9.038523674,50.01675034,0.820347011,3.599765869,6.294771973,2.55054126,2.049038086,1.750682007,406.9267578,405.9857788,410.7674866,404.026947,233.2601013,236.2974091,235.2895508,11.00305462,8.655278206,7.457236767,18710.724,2.307406664,2.010178089,3.182973623,4.347826004,4.411764622,7.017543793,11177.768,0,0,2.293022949,1.605780273,1.265093872,1.116828735,1.272802856,1.210134277,0,0,0,0,0,0,0.800926447,26618.21875,0.899033844,0.783675134,0.722629189,3.83108139,0,0,1500.502563,8,-0.820347011,-0.899033844,-0.783675134,-0.722629189
06-11-2020 15:00,14986.471,5.198359863,237.0293732,9.024201393,50.10707092,0.815953434,3.683131104,6.370902344,2.578127686,2.059083008,1.785174927,410.2493591,408.6833801,413.3415222,408.723114,235.7120209,237.9081421,237.4679413,10.96887684,8.618971825,7.484758377,18711.404,1.920219541,1.722209692,2.897727966,4.347826004,4.545454502,7.017543793,11178.156,0,0,2.300999512,1.610342163,1.287018433,1.162817017,1.283207397,1.237106689,0,0,0,0,0,0,0.800927162,26619.18359,0.892507911,0.782067597,0.7209481,3.800764322,0,0,1503.212158,8,-0.815953434,-0.892507911,-0.782067597,-0.7209481
06-11-2020 15:07,14987.026,5.183310547,236.2066498,9.063735008,50.03214264,0.822274029,3.587342529,6.303628906,2.567121826,2.043885376,1.74406189,408.6763611,408.0323792,411.0303345,406.9663391,234.7151031,237.526062,236.3787689,11.04053116,8.637812614,7.512863159,18712.082,2.3964715,1.86290884,3.459695816,4.444444656,6.332299709,6.779661179,11178.545,0,0,2.304932129,1.605534912,1.272843506,1.130222656,1.264802246,1.192317627,0,0,0,0,0,0,0.800927818,26620.14844,0.897866249,0.785530806,0.729815543,3.817359924,0,0,1500.964233,8,-0.822274029,-0.897866249,-0.785530806,-0.729815543
06-11-2020 15:39,14989.807,5.24692041,238.5231781,9.093154907,49.98112488,0.811757267,3.774743164,6.463656738,2.629842285,2.071962891,1.817736084,413.1266174,411.4031677,415.5062256,412.4704285,237.5710602,238.7268524,239.2716064,11.03292561,8.693867683,7.552672386,18715.478,1.888630867,1.879046321,3.144621849,7.194521904,4.411764622,6.666666985,11180.497,0,0,2.34403833,1.607640503,1.295241821,1.192290039,1.307104736,1.275348145,0,0,0,0,0,0,0.800930977,26624.97461,0.891322732,0.775902152,0.712557733,3.814337015,0,0,1499.433716,8,-0.811757267,-0.891322732,-0.775902152,-0.712557733
06-11-2020 15:45,14990.362,5.216449707,236.7461395,9.099528313,50.03273392,0.819914222,3.642266602,6.362189453,2.589036377,2.051383545,1.775056274,409.7998962,408.8516235,412.3527527,408.1953735,235.5632629,238.2949982,236.3801575,11.0364933,8.699654579,7.562438011,18716.158,2.35526824,2.063329458,3.066692591,4.39560461,4.477612019,10.22974014,11180.888,0,0,2.318716064,1.620734863,1.276998779,1.151809448,1.257534546,1.232922852,0,0,0,0,0,0,0.800931573,26625.94727,0.895590305,0.790069103,0.719413161,3.861375093,0,0,1500.982056,8,-0.819914222,-0.895590305,-0.790069103,-0.719413161
06-11-2020 15:58,14991.469,5.188336426,236.8170624,9.052526474,50.03472137,0.818863153,3.636807129,6.336023926,2.583344727,2.045683228,1.759680664,410.3797302,410.1985168,413.2528381,407.6877441,235.2350616,238.4168854,236.7992096,10.99453926,8.642294884,7.520742893,18717.516,2.19759059,1.726528287,3.111666441,4.347826004,4.545454502,8.928571701,11181.674,0,0,2.313375732,1.602259033,1.272701782,1.149765869,1.271843384,1.215197876,0,0,0,0,0,0,0.800932646,26627.87305,0.895496368,0.783239067,0.723257244,3.82253623,0,0,1501.041626,8,-0.818863153,-0.895496368,-0.783239067,-0.723257244
06-11-2020 16:04,14992.027,5.255199707,238.3587494,9.100335121,50.10683823,0.811217427,3.788072998,6.478164551,2.620653809,2.085167725,1.826006592,413.0274963,411.7800598,415.6791992,411.6233215,237.0950623,239.2441711,238.7370148,11.0320425,8.680859566,7.588103771,18718.2,2.04006815,1.710064292,2.803329706,5.494505882,0,8.771929741,11182.07,0,0,2.330466797,1.624047974,1.300684814,1.198645142,1.307819824,1.281608154,0,0,0,0,0,0,0.800933123,26628.83984,0.889269292,0.778857231,0.712311089,3.805128813,0,0,1503.2052,8,-0.811217427,-0.889269292,-0.778857231,-0.712311089
06-11-2020 16:11,14992.58,5.164858398,237.3965607,9.065472603,49.87752151,0.809892535,3.740735352,6.377214355,2.580239746,2.05388916,1.796693848,411.1673889,410.1213074,414.0465698,409.3342896,236.0970154,238.2931061,237.7995605,10.99839211,8.655640602,7.542385101,18718.88,2.302313566,1.481385708,2.88073802,5.494505882,6.060606003,6.896551609,11182.466,0,0,2.295199219,1.587244995,1.282414307,1.178853394,1.303500732,1.258380981,0,0,0,0,0,0,0.800933599,26629.80664,0.889529526,0.77279973,0.713763416,3.804084063,0,0,1496.325684,8,-0.809892535,-0.889529526,-0.77279973,-0.713763416
06-11-2020 16:17,14993.139,5.21000293,238.0136566,9.081092834,50.06199646,0.813546002,3.723968018,6.404066406,2.598253906,2.07068457,1.791760132,412.2396545,411.1323242,415.0197144,410.5668945,236.7422028,238.8749695,238.4237823,11.03914261,8.66226387,7.541872025,18719.566,1.906224012,1.994015098,2.83255291,5.434782505,6.332299709,7.017543793,11182.863,0,0,2.322138916,1.608884399,1.278979248,1.165587402,1.303543335,1.25483728,0,0,0,0,0,0,0.800934076,26630.77539,0.893730581,0.77698195,0.713811636,3.841781378,0,0,1501.859863,8,-0.813546002,-0.893730581,-0.77698195,-0.713811636
06-11-2020 16:23,14993.694,5.207969727,237.5784912,9.104572296,50.03343201,0.810606301,3.762297607,6.424782715,2.602888428,2.068258789,1.807549561,411.2294617,410.4060364,414.7236023,408.5587463,236.1641083,238.5331573,238.0382233,11.05642891,8.720116615,7.537169933,18720.246,2.115978718,1.949653387,3.082475424,6.148754597,0,8.333333969,11183.258,0,0,2.314025391,1.610291748,1.2836521,1.191769775,1.297942749,1.272585205,0,0,0,0,0,0,0.800934613,26631.74219,0.889022112,0.778573632,0.710161507,3.818708897,0,0,1501.00293,8,-0.810606301,-0.889022112,-0.778573632,-0.710161507
06-11-2020 16:30,14994.25,5.220279785,238.2584686,9.079983711,50.02614212,0.816351175,3.693266846,6.394649414,2.605264648,2.07498291,1.77084668,412.6617432,410.9697571,415.9581604,411.057312,236.822876,239.0856934,238.866806,11.0148468,8.716917992,7.508185387,18720.93,2.209167004,1.766619086,2.900453329,5.494505882,6.332299709,9.718253136,11183.652,0,0,2.33278418,1.619832397,1.267663086,1.159966064,1.296802246,1.236498413,0,0,0,0,0,0,0.800935149,26632.70703,0.895411551,0.780648589,0.715851426,3.838968039,0,0,1500.784302,8,-0.816351175,-0.895411551,-0.780648589,-0.715851426
06-11-2020 16:36,14994.804,5.162616699,236.3718109,9.033804893,50.02225113,0.815236747,3.667419189,6.332659668,2.568610596,2.052634766,1.765331177,409.4700928,408.1627197,412.8862915,407.3612976,234.4820099,237.9368439,236.6965637,10.9587059,8.647170067,7.495538712,18721.608,1.92592597,1.897818446,3.240333796,5.434782982,6.239177704,10.52631569,11184.045,0,0,2.296276855,1.597008179,1.269331421,1.151031494,1.289525146,1.226862671,0,0,0,0,0,0,0.800935686,26633.67383,0.893976271,0.778028369,0.719033003,3.799991846,0,0,1500.66748,8,-0.815236747,-0.893976271,-0.778028369,-0.719033003
06-11-2020 16:49,14995.908,5.197431152,238.0541382,9.063755035,50.03902054,0.810486495,3.756303955,6.41272998,2.608202148,2.070224365,1.793577271,412.415741,411.0853882,414.93927,411.2225342,236.7543182,238.7915039,238.6165771,11.00836849,8.667029381,7.515868187,18722.962,1.872482896,1.860494494,2.927645206,4.39560461,6.42824316,7.142857552,11184.832,0,0,2.327343506,1.605269531,1.264817749,1.177365967,1.307263672,1.271674438,0,0,0,0,0,0,0.800936699,26635.5957,0.892317176,0.775408566,0.705192804,3.863791704,0,0,1501.170654,8,-0.810486495,-0.892317176,-0.775408566,-0.705192804
06-11-2020 16:55,14996.46,5.202692871,238.7953339,9.080951691,50.00149155,0.816540718,3.678263672,6.371626953,2.594901855,2.080057617,1.751591675,413.6029053,412.8346863,415.710022,412.2640076,237.5780182,239.4803619,239.3275909,11.00657272,8.715714455,7.520568371,18723.644,2.06710887,1.91086936,3.177792549,4.39560461,6.332299709,8.771929741,11185.227,0,0,2.322389648,1.622202148,1.258101196,1.157593262,1.301960083,1.218710327,0,0,0,0,0,0,0.800937116,26636.55859,0.894981623,0.779883325,0.718261659,3.855926991,0,0,1500.0448,8,-0.816540718,-0.894981623,-0.779883325,-0.718261659
06-11-2020 17:02,14997.015,5.216430664,238.7925415,9.078857422,50.13643265,0.809674799,3.781039307,6.442624023,2.608012939,2.091207275,1.795563721,413.3628845,411.9085999,416.7427673,411.4373169,237.0586243,240.2029877,239.1160126,11.01300144,8.68470192,7.538869381,18724.324,1.696333289,1.679531097,2.838110209,6.407639503,0,7.017543793,11185.625,0,0,2.314806885,1.621684082,1.279939819,1.201415894,1.320336304,1.259286865,0,0,0,0,0,0,0.800937593,26637.52539,0.887574911,0.775477469,0.712834477,3.845255613,0,0,1504.093018,8,-0.809674799,-0.887574911,-0.775477469,-0.712834477
06-11-2020 17:08,14997.567,5.177368652,238.1256561,9.030462265,50.05323792,0.810812175,3.737422363,6.385410645,2.599356934,2.058834717,1.78585437,412.4284668,411.4799805,415.2170715,410.5883179,236.9035797,239.0266876,238.4466553,10.9624548,8.641611099,7.487320423,18725.004,1.791283488,1.876464725,3.099788666,6.337991238,0,7.017543793,11186.021,0,0,2.320097168,1.594175781,1.263095703,1.172093872,1.302844604,1.262483765,0,0,0,0,0,0,0.800937951,26638.48438,0.892565906,0.774309754,0.707278073,3.842453241,0,0,1501.597168,8,-0.810812175,-0.892565906,-0.774309754,-0.707278073
06-11-2020 17:21,14998.666,5.139015625,237.0813141,9.033997536,50.02232742,0.81507951,3.65275293,6.304925781,2.562117432,2.057610352,1.740364746,410.7142639,411.5851135,413.0894775,407.4682007,235.8623352,238.913147,236.4684753,10.97762012,8.663586617,7.460784912,18726.362,2.094157696,1.92928648,3.066515207,5.434782982,4.615384579,8.771929741,11186.817,0,0,2.291771484,1.601354004,1.245890869,1.145525513,1.2920625,1.215164795,0,0,0,0,0,0,0.800938666,26640.40625,0.894483387,0.778259158,0.715879202,3.810853243,0,0,1500.6698,8,-0.81507951,-0.894483387,-0.778259158,-0.715879202
06-11-2020 17:34,14999.752,5.077512695,237.857666,8.97203064,49.95084763,0.805536985,3.734971436,6.30326416,2.561394043,2.050967285,1.749907837,411.9684143,411.1161499,414.9341125,409.8549194,236.6228333,238.8432159,238.1069336,10.88213253,8.62400341,7.409957409,18727.708,2.137371063,1.63814795,2.986650229,4.444444656,6.060606003,5.084745407,11187.611,0,0,2.277133545,1.578423584,1.221955322,1.172775757,1.309597412,1.252598145,0,0,0,0,0,0,0.800939083,26642.31836,0.889021158,0.769599557,0.698296964,3.844983578,0,0,1498.525391,8,-0.805536985,-0.889021158,-0.769599557,-0.698296964
06-11-2020 17:40,15000.293,5.100917969,237.6024628,8.986566544,49.88014603,0.805313468,3.755153076,6.334077637,2.56793335,2.058680908,1.765663452,411.5255432,410.5526123,414.5517273,409.47229,236.2799225,238.5745087,237.9529419,10.90304565,8.60442543,7.452228546,18728.378,2.291436434,1.799304366,2.76524806,4.494381905,7.57575798,8.771929741,11188.009,0,0,2.282519531,1.578828247,1.23957019,1.176599854,1.321162109,1.257391357,0,0,0,0,0,0,0.800939202,26643.27148,0.888854623,0.76691252,0.702042162,3.879174232,0,0,1496.404419,8,-0.805313468,-0.888854623,-0.76691252,-0.702042162
06-11-2020 17:46,15000.833,5.05275293,237.1883087,8.918301582,50.04407883,0.808742225,3.674649414,6.247667969,2.543106445,2.036236328,1.728578247,410.6736145,410.9537048,413.1712646,407.895874,235.8535156,238.8034058,236.9080353,10.83180714,8.561021805,7.362074852,18729.05,2.202728748,1.775396228,2.667654753,4.444444656,4.477612019,8.47457695,11188.408,0,0,2.270174805,1.570497681,1.212080811,1.146166504,1.296069214,1.232413574,0,0,0,0,0,0,0.800939381,26644.22461,0.892677844,0.771274745,0.701200962,3.824574947,0,0,1501.322388,8,-0.808742225,-0.892677844,-0.771274745,-0.701200962
06-11-2020 18:18,15003.513,4.96238623,235.9397736,8.815582275,50.01696014,0.806007266,3.644216064,6.156751465,2.493106445,2.004651367,1.719983276,408.618042,407.7070618,412.5915833,405.5555115,234.203476,237.6505737,235.9652557,10.70777893,8.442094803,7.296874523,18732.386,1.914341688,2.016706467,3.139812469,4.545454502,4.615384579,8.620689392,11190.396,0,0,2.223414795,1.540842651,1.198129028,1.127833008,1.282353638,1.234029785,0,0,0,0,0,0,0.800939798,26648.95508,0.89182502,0.768633723,0.696593404,3.819089651,0,0,1500.508789,8,-0.806007266,-0.89182502,-0.768633723,-0.696593404
06-11-2020 18:25,15004.043,4.916936523,236.0497437,8.795002937,50.00241852,0.804910719,3.624861572,6.108672852,2.491645996,1.993936279,1.683146851,408.8310547,408.0789795,411.9425659,406.4716187,235.1158142,237.1227417,235.910675,10.70633888,8.420983315,7.257688522,18733.046,2.049032927,1.913579583,3.107123375,3.448275805,0,9.090909004,11190.79,0,0,2.218717041,1.526991333,1.171228149,1.133840454,1.282216309,1.208804565,0,0,0,0,0,0,0.800939739,26649.89258,0.890462399,0.765817583,0.695856154,3.817469597,0,0,1500.07251,8,-0.804910719,-0.890462399,-0.765817583,-0.695856154
06-11-2020 18:31,15004.57,4.963530762,237.9273224,8.811273575,50.07477188,0.800310969,3.718629395,6.20200293,2.534898926,2.008405151,1.723496338,412.0322571,411.2655029,415.0270691,409.8041992,236.697937,238.9311218,238.1529083,10.73642254,8.440798759,7.25660038,18733.706,2.274880171,1.58098197,2.895662546,5.494505882,4.615384579,9.090909004,11191.184,0,0,2.253804688,1.526125854,1.183600586,1.160205566,1.305615356,1.252808594,0,0,0,0,0,0,0.800939739,26650.83203,0.889110267,0.759869516,0.686743915,3.849765301,0,0,1502.243164,8,-0.800310969,-0.889110267,-0.759869516,-0.686743915
06-11-2020 18:37,15005.096,4.984500488,238.0314178,8.83886528,50.06948471,0.79928112,3.747707764,6.236229492,2.53151001,2.024791504,1.749015747,412.2687683,411.2358704,415.233551,410.3368225,236.6355438,239.0858154,238.3728485,10.71329784,8.494502068,7.308794498,18734.366,2.071005821,1.876449823,2.843683481,6.285393238,0,8.620689392,11191.58,0,0,2.254747803,1.539339478,1.190413696,1.15093689,1.315376221,1.281394409,0,0,0,0,0,0,0.80093962,26651.76758,0.890673041,0.760245919,0.68061918,3.831195116,0,0,1502.084595,8,-0.79928112,-0.890673041,-0.760245919,-0.68061918
06-11-2020 18:44,15005.625,4.918754883,238.9914398,8.776216507,50.05952072,0.791963041,3.792145996,6.210838867,2.529779541,2.011065063,1.735693359,413.9063416,412.9768982,416.850647,411.89151,237.6595001,240.0194702,239.2953491,10.67613697,8.415651321,7.236862659,18735.028,1.900714874,1.661820292,2.840908527,5.681818008,4.615384579,7.314898014,11191.981,0,0,2.233580566,1.51563208,1.169542114,1.187814209,1.32183313,1.282498657,0,0,0,0,0,0,0.80093956,26652.70508,0.88291508,0.753646433,0.67381835,3.87636137,0,0,1501.785645,8,-0.791963041,-0.88291508,-0.753646433,-0.67381835
06-11-2020 18:50,15006.153,4.918592285,238.9622955,8.79226017,50.04891586,0.791939676,3.792321289,6.210816895,2.5222854,2.02048877,1.733665527,413.9596863,413.0789795,416.9542236,411.8457947,237.4394531,240.0706635,239.3767853,10.68855667,8.416559219,7.271664143,18735.694,2.005845308,2.003911018,3.257481098,4.597701073,5.97014904,7.142857552,11192.385,0,0,2.228542725,1.517516479,1.172533081,1.181321777,1.333986206,1.277012939,0,0,0,0,0,0,0.800939262,26653.64453,0.883541048,0.751064003,0.676331818,3.819601536,0,0,1501.467529,8,-0.791939676,-0.883541048,-0.751064003,-0.676331818
06-11-2020 18:57,15006.678,4.923778809,238.6420288,8.847424507,50.03062439,0.789162755,3.832043701,6.239243652,2.534248779,2.029888306,1.734223389,413.3449402,412.9450684,416.8558655,410.2339172,236.9288177,240.4856567,238.5115967,10.71791935,8.465286255,7.359068871,18736.358,1.763948202,2.067080021,2.881428719,5.681818008,0,8.620689392,11192.792,0,0,2.223069092,1.521305176,1.179404419,1.216709229,1.343903687,1.271430786,0,0,0,0,0,0,0.800938904,26654.58008,0.877210259,0.749452651,0.68007642,3.906306744,0,0,1500.918701,8,-0.789162755,-0.877210259,-0.749452651,-0.68007642
06-11-2020 19:03,15007.208,5.02920752,239.912796,8.901276588,50.05604172,0.791052222,3.88926416,6.357617676,2.579430908,2.056506104,1.787858398,415.5262756,414.6726379,418.5115967,413.3945923,238.5851288,241.0108643,240.1424255,10.80879593,8.545230865,7.349802017,18737.028,2.055960417,2.002492428,2.973189116,5.617977142,0,8.771929741,11193.203,0,0,2.273721436,1.552808716,1.202677368,1.218053711,1.34833313,1.322877563,0,0,0,0,0,0,0.800938547,26655.52539,0.881481767,0.755071342,0.672691584,3.819675684,0,0,1501.681274,8,-0.791052222,-0.881481767,-0.755071342,-0.672691584
06-11-2020 19:09,15007.737,4.928443359,240.4798126,8.849271774,50.07221603,0.784823954,3.891636475,6.279680176,2.55918457,2.044356567,1.73672998,416.5305176,415.473877,419.6386414,414.4789734,239.0876617,241.5682373,240.7835388,10.74884892,8.467547417,7.331420422,18737.7,2.223583221,1.945305586,2.858157158,6.626081467,4.615384579,9.090909004,11193.616,0,0,2.238304688,1.517788818,1.172349854,1.240732544,1.36956604,1.281338013,0,0,0,0,0,0,0.800938129,26656.46875,0.874616385,0.742428601,0.675032914,3.911312103,0,0,1502.166504,8,-0.784823954,-0.874616385,-0.742428601,-0.675032914
06-11-2020 19:16,15008.262,4.887513184,240.5223236,8.793416977,50.02883911,0.78458339,3.862395752,6.229437012,2.536766113,2.035255249,1.721601563,416.2576904,414.9182434,419.1929321,414.6618347,239.2441864,241.3071594,241.0156403,10.65921497,8.41118145,7.309854507,18738.368,2.16313076,1.807391286,2.909260988,6.502130508,6.42824316,7.142857552,11194.031,0,0,2.225368896,1.506067993,1.156076172,1.217750244,1.368949829,1.275695923,0,0,0,0,0,0,0.800937533,26657.41016,0.87724638,0.739989698,0.671512008,3.864044428,0,0,1500.865234,8,-0.78458339,-0.87724638,-0.739989698,-0.671512008
06-11-2020 19:22,15008.783,4.912682129,240.5996552,8.818768501,50.05054092,0.784962118,3.877411865,6.258495605,2.552605713,2.035750122,1.73313269,416.7154236,415.850647,419.7055359,414.5900879,239.2477264,241.6775818,240.8736725,10.7081213,8.458257675,7.289927006,18739.034,2.026433229,1.782622218,2.763938427,5.55555582,4.6875,8.620689392,11194.447,0,0,2.23641333,1.512513672,1.163755127,1.230549194,1.362563965,1.284298584,0,0,0,0,0,0,0.800936878,26658.3457,0.876129568,0.742976129,0.671474934,3.818756342,0,0,1501.516235,8,-0.784962118,-0.876129568,-0.742976129,-0.671474934
